digits_actual,digits_predicted,len_predicted
131,131,3
3,3,1
96,96,2
177,177,3
38,38,2
29,29,2
23,23,2
317,317,3
12,12,2
88,88,2
260,260,3
8,8,1
50,50,2
57,57,2
116,116,3
28,28,2
262,262,3
12,12,2
1318,1318,4
17,17,2
14,14,2
90,90,2
65,65,2
119,119,3
14,14,2
1,1,1
73,73,2
3,3,1
2,2,1
57,57,2
1475,1475,4
28,28,2
75,75,2
194,194,3
86,86,2
17,17,2
3,3,1
792,797,3
15,15,2
1160,160,3
97,97,2
274,274,3
53,53,2
82,82,2
25,25,2
9,9,1
9,9,1
106,106,3
410,410,3
527,327,3
17,17,2
16,16,2
19,19,2
47,47,2
19,19,2
2,8,1
409,409,3
2,12,2
14,14,2
43,43,2
50,50,2
17,17,2
74,74,2
25,25,2
52,52,2
11,41,2
20,20,2
2430,2430,4
22,22,2
115,15,2
106,106,3
81,81,2
28,28,2
11,11,2
27,27,2
46,46,2
957,957,3
4,4,1
61,61,2
110,110,3
30,30,2
17,17,2
88,88,2
44,44,2
43,43,2
7,7,1
62,62,2
4,4,1
11,11,2
61,61,2
33,33,2
385,385,3
1,1,1
86,14,2
36,36,2
15,15,2
29,29,2
3,3,1
26,26,2
5,5,1
35,35,2
1,1,1
11,11,2
15,15,2
39,139,3
15,15,2
17,17,2
10,10,2
13,13,2
1224,1224,4
335,335,3
445,195,3
41,41,2
37,37,2
67,67,2
299,299,3
143,143,3
33,33,2
20,20,2
678,678,3
1837,163,3
6,6,1
7,7,1
1574,372,3
376,376,3
421,421,3
41,41,2
22,22,2
603,603,3
47,47,2
11,11,2
276,276,3
35,35,2
10,110,3
464,464,3
16,16,2
4,4,1
9,9,1
3,3,1
11,33,2
34,34,2
183,113,3
30,30,2
4,4,1
372,372,3
40,40,2
85,85,2
2334,2334,4
13,13,2
270,220,3
15,15,2
150,150,3
2289,2288,4
187,187,3
59,59,2
7,7,1
83,83,2
10,10,2
165,165,3
12,12,2
8,8,1
185,185,3
158,56,2
204,204,3
19,19,2
10,10,2
35,35,2
124,124,3
80,80,2
20,20,2
146,146,3
77,77,2
60,60,2
12,12,2
0,1,1
59,59,2
6,6,1
284,284,3
44,44,2
12,12,2
466,466,3
49,49,2
25,25,2
10,10,2
41,41,2
232,232,3
7,7,1
53,53,2
64,64,2
45,45,2
50,50,2
11,11,2
230,230,3
148,146,3
19,19,2
9,9,1
150,150,3
37,37,2
157,157,3
74,74,2
21,21,2
198,198,3
6,6,1
159,159,3
436,436,3
296,296,3
15,15,2
2915,295,3
73,73,2
26,3,1
11,11,2
127,127,3
11,11,2
5,5,1
77,77,2
33,33,2
1080,1030,4
98,98,2
54,54,2
361,361,3
0,0,1
1526,220,3
128,120,3
58,58,2
86,86,2
2421,2427,4
52,52,2
31,51,2
4,4,1
43,43,2
28,28,2
211,211,3
172,172,3
488,488,3
20,20,2
350,350,3
218,218,3
99,99,2
174,174,3
35,35,2
17,11,2
1,1,1
17,17,2
1950,1950,4
52,52,2
14,14,2
19,19,2
2,2,1
24,24,2
5,6,1
15,15,2
19,19,2
7,7,1
72,72,2
27,27,2
105,5,1
75,75,2
28,28,2
36,36,2
7,7,1
23,23,2
29,29,2
34,34,2
90,90,2
23,23,2
36,36,2
15,15,2
72,72,2
4820,4820,4
49,49,2
27,27,2
107,107,3
75,75,2
2,2,1
24,24,2
17,17,2
19,177,3
14,14,2
20,20,2
25,25,2
38,38,2
160,160,3
27,27,2
7,7,1
171,170,3
24,24,2
15,165,3
154,24,2
8,8,1
2714,2714,4
169,166,3
285,285,3
2,2,1
96,96,2
53,53,2
334,334,3
3,3,1
2166,2766,4
1754,1754,4
14,14,2
9,9,1
535,555,3
109,109,3
158,156,3
19,19,2
30,30,2
38,98,2
168,168,3
54,54,2
118,118,3
111,111,3
240,240,3
1272,1272,4
67,67,2
1,1,1
197,197,3
79,79,2
2,2,1
61,61,2
1,1,1
50,50,2
8,8,1
94,94,2
28,28,2
157,157,3
57,57,2
46,46,2
50,50,2
1,1,1
24,24,2
1,1,1
295,385,3
34,34,2
13,13,2
60,60,2
112,112,3
3,3,1
6,6,1
42,42,2
90,90,2
50,50,2
26,26,2
412,412,3
5,5,1
98,18,2
29,29,2
8,8,1
6,6,1
37,37,2
1263,1763,4
1,1,1
24,24,2
162,104,3
122,22,2
73,5,1
72,72,2
12,12,2
165,165,3
16,16,2
15,15,2
10,10,2
39,39,2
0,4,1
37,37,2
651,651,3
34,34,2
216,216,3
143,143,3
164,103,3
4,61,2
50,50,2
269,269,3
17,17,2
185,185,3
101,101,3
48,48,2
1,1,1
22,22,2
78,78,2
8,8,1
140,140,3
3,3,1
13,13,2
24,24,2
54,54,2
2695,2065,4
302,302,3
24,24,2
409,409,3
37,37,2
2166,2466,4
28,28,2
447,447,3
4,4,1
297,297,3
30,30,2
428,428,3
67,67,2
40,40,2
76,76,2
46,46,2
7,7,1
1,1,1
49,49,2
15,15,2
161,161,3
5,7,1
471,471,3
2830,2330,4
1255,1731,4
18,18,2
10,10,2
40,40,2
43,43,2
119,739,3
102,102,3
1,1,1
43,43,2
85,85,2
120,120,3
11,11,2
98,98,2
67,67,2
7,7,1
498,498,3
30,30,2
212,215,3
53,53,2
47,47,2
61,61,2
169,169,3
293,293,3
290,290,3
2,2,1
43,43,2
215,215,3
96,96,2
148,148,3
13,11,2
987,987,3
5,5,1
20,6,1
25,25,2
47,47,2
19,19,2
42,42,2
24,24,2
63,63,2
178,178,3
13,13,2
209,209,3
68,66,2
49,49,2
1,1,1
83,83,2
75,15,2
381,381,3
15,15,2
7,7,1
133,133,3
10,10,2
90,90,2
11,11,2
107,107,3
22,22,2
25,25,2
97,67,2
12,122,3
9,9,1
542,542,3
134,134,3
207,207,3
53,53,2
194,43,2
19,19,2
2,2,1
513,513,3
1871,1871,4
25,25,2
531,531,3
21,21,2
455,455,3
55,25,2
103,166,3
44,44,2
11,11,2
25,25,2
151,151,3
20,20,2
34,34,2
57,57,2
35,35,2
99,99,2
43,43,2
11,11,2
22,22,2
64,64,2
223,223,3
292,292,3
225,225,3
139,139,3
6,6,1
58,58,2
295,295,3
21,21,2
1478,178,3
28,28,2
112,112,3
66,66,2
172,172,3
127,127,3
1842,1142,4
372,372,3
418,418,3
80,80,2
6,5,1
26,26,2
75,15,2
88,88,2
18,18,2
357,357,3
5,5,1
1320,1320,4
27,27,2
18,18,2
11,11,2
891,891,3
186,186,3
144,144,3
34,34,2
2,2,1
3,3,1
6,6,1
77,77,2
123,123,3
31,31,2
98,98,2
67,67,2
11,11,2
118,118,3
21,21,2
20,20,2
22,22,2
76,76,2
19,19,2
12,112,3
31,31,2
120,120,3
31,31,2
121,121,3
42,42,2
42,42,2
517,517,3
8,8,1
52,52,2
575,575,3
249,249,3
98,98,2
36,33,2
9,9,1
7,7,1
530,530,3
56,56,2
75,75,2
38,38,2
97,97,2
2,2,1
4,4,1
65,55,2
73,73,2
104,104,3
81,81,2
4,4,1
25,25,2
20,20,2
27,27,2
143,143,3
57,57,2
262,262,3
5,48,2
12,12,2
23,23,2
10,10,2
11,11,2
155,155,3
103,103,3
181,181,3
45,45,2
29,29,2
15,15,2
504,204,3
23,23,2
65,65,2
130,130,3
44,44,2
46,46,2
126,126,3
121,24,2
5,5,1
45,45,2
2,2,1
47,47,2
411,11,2
17,17,2
16,16,2
226,226,3
236,1324,4
77,77,2
33,33,2
874,874,3
83,33,2
5,5,1
22,22,2
15,15,2
54,54,2
239,239,3
16,16,2
12,12,2
39,539,3
2,2,1
193,193,3
38,38,2
2,2,1
30,30,2
33,33,2
21,21,2
7,7,1
39,39,2
83,83,2
34,34,2
20,20,2
1,1,1
17,17,2
106,106,3
218,218,3
52,52,2
79,79,2
128,128,3
546,546,3
405,105,3
153,153,3
52,52,2
53,63,2
54,54,2
41,41,2
220,220,3
14,14,2
42,42,2
253,258,3
877,877,3
29,29,2
29,229,3
71,71,2
2,2,1
19,19,2
4,4,1
121,121,3
8,8,1
514,514,3
26,26,2
31,31,2
28,28,2
50,50,2
11,17,2
35,35,2
22,22,2
21,21,2
43,43,2
476,476,3
1,1,1
13,13,2
42,22,2
31,31,2
51,51,2
292,292,3
48,48,2
14,14,2
227,227,3
47,47,2
2638,2283,4
405,405,3
37,37,2
27,27,2
95,95,2
234,234,3
0,4,1
9,9,1
3,3,1
16,16,2
14,14,2
142,142,3
43,45,2
19,19,2
4,4,1
418,418,3
2,2,1
96,28,2
158,138,3
266,266,3
64,64,2
70,70,2
19,19,2
407,406,3
84,84,2
85,85,2
1503,1503,4
29,29,2
33,33,2
2,2,1
72,72,2
31,312,3
18,158,3
32,32,2
18,18,2
21,21,2
328,328,3
25,25,2
33,33,2
45,45,2
469,469,3
1,1,1
88,98,2
40,40,2
15,15,2
89,89,2
18,18,2
254,254,3
92,92,2
35,35,2
33,33,2
713,713,3
143,143,3
240,240,3
33,53,2
17,17,2
22,22,2
47,47,2
19,19,2
102,102,3
109,109,3
12,12,2
18,18,2
39,39,2
29,29,2
38,38,2
53,53,2
20,20,2
74,74,2
17,17,2
23,23,2
32,32,2
53,53,2
1442,3,1
62,62,2
76,76,2
83,83,2
12,12,2
2410,2410,4
342,342,3
14,14,2
59,59,2
80,80,2
3,3,1
29,25,2
105,105,3
78,78,2
1668,1668,4
12,12,2
60,40,2
93,93,2
785,205,3
100,100,3
40,40,2
287,287,3
3,3,1
33,33,2
257,257,3
263,164,3
42,42,2
21,21,2
11,11,2
241,241,3
47,47,2
0,6,1
193,193,3
10,10,2
60,50,2
362,362,3
41,41,2
17,17,2
111,11,2
174,12,2
89,89,2
24,24,2
12,12,2
9,9,1
26,26,2
15,15,2
12,12,2
50,50,2
2,2,1
309,309,3
5,5,1
9,9,1
199,199,3
52,52,2
157,157,3
26,26,2
2,121,3
3,3,1
7,7,1
41,47,2
9,9,1
41,41,2
24,24,2
59,59,2
27,21,2
22,22,2
44,44,2
237,237,3
20,20,2
6,6,1
48,48,2
202,202,3
35,35,2
33,33,2
1183,1183,4
1646,1646,4
67,67,2
39,39,2
39,59,2
54,54,2
50,8,1
2506,2506,4
73,73,2
134,134,3
1335,1335,4
19,19,2
11,11,2
560,550,3
24,24,2
79,76,2
722,122,3
30,30,2
7,7,1
1,1,1
124,124,3
4,4,1
177,177,3
61,61,2
64,64,2
62,62,2
15,15,2
38,38,2
31,31,2
19,19,2
35,35,2
89,80,2
539,539,3
49,49,2
392,392,3
66,66,2
2454,254,3
62,62,2
2922,2992,4
239,239,3
213,223,3
61,61,2
16,6,2
6,6,1
104,104,3
51,51,2
8,8,1
201,201,3
49,49,2
648,648,3
78,78,2
189,189,3
6,6,1
33,33,2
57,57,2
17,11,2
34,34,2
18,18,2
2,2,1
66,66,2
147,147,3
40,40,2
189,189,3
9,9,1
7,7,1
41,41,2
13,13,2
427,27,2
5,5,1
31,31,2
67,67,2
15,15,2
71,71,2
401,37,2
189,189,3
6,6,1
68,68,2
15,15,2
37,37,2
224,224,3
229,229,3
76,76,2
29,29,2
13,13,2
48,48,2
3,3,1
49,48,2
1,1,1
5,5,1
4,4,1
29,29,2
51,1,1
21,21,2
11,1,1
40,40,2
334,331,3
33,33,2
70,70,2
117,117,3
30,30,2
5,5,1
36,36,2
117,117,3
1579,1579,4
51,51,2
86,86,2
223,223,3
28,28,2
3,3,1
62,62,2
21,21,2
6,6,1
79,79,2
10,10,2
14,14,2
12,12,2
115,115,3
43,43,2
161,161,3
14,14,2
32,38,2
33,33,2
228,228,3
27,27,2
3,3,1
15,5,1
49,49,2
181,181,3
58,58,2
55,55,2
42,42,2
66,66,2
573,573,3
37,37,2
543,543,3
2244,224,3
30,33,2
203,203,3
42,42,2
23,73,2
138,138,3
57,57,2
73,23,2
24,24,2
89,89,2
195,195,3
73,13,2
43,43,2
5,5,1
37,37,2
17,17,2
25,25,2
304,304,3
53,43,2
132,112,3
173,173,3
4,4,1
16,16,2
28,28,2
51,51,2
191,110,3
43,43,2
3,3,1
85,85,2
6,6,1
42,42,2
5,5,1
54,54,2
300,300,3
1,1,1
19,19,2
39,39,2
48,48,2
96,96,2
45,45,2
39,339,3
108,108,3
1,1,1
15,15,2
49,49,2
2,2,1
163,163,3
37,37,2
1,1,1
70,70,2
142,142,3
42,42,2
118,118,3
4,1,1
3,3,1
81,81,2
140,240,3
107,107,3
37,37,2
37,37,2
1085,1065,4
126,126,3
8,8,1
76,78,2
36,36,2
143,143,3
24,24,2
23,23,2
7,7,1
345,345,3
28,28,2
82,82,2
159,159,3
15,15,2
632,632,3
9,9,1
24,11,2
99,99,2
53,53,2
175,125,3
31,31,2
108,108,3
2190,2139,4
2,2,1
46,55,2
61,61,2
103,103,3
101,101,3
123,123,3
107,107,3
23,23,2
131,131,3
5,5,1
45,45,2
2278,2271,4
416,418,3
567,106,3
218,218,3
33,33,2
6,6,1
58,58,2
501,501,3
296,296,3
626,626,3
114,14,2
9,9,1
134,134,3
14,14,2
3,3,1
130,130,3
23,23,2
55,55,2
32,32,2
311,30,2
27,27,2
50,50,2
207,207,3
37,37,2
30,30,2
8,8,1
2,2,1
24,24,2
35,35,2
13,13,2
576,576,3
11,21,2
179,179,3
6,6,1
42,42,2
28,28,2
41,41,2
48,48,2
40,40,2
112,112,3
104,104,3
8,8,1
62,62,2
145,145,3
15,15,2
33,33,2
76,76,2
155,115,3
12,12,2
19,19,2
135,135,3
41,41,2
36,36,2
78,78,2
19,19,2
47,47,2
48,48,2
99,99,2
1,1,1
48,48,2
2970,2970,4
55,55,2
290,290,3
130,130,3
8,8,1
37,37,2
676,676,3
18,18,2
25,25,2
37,37,2
234,234,3
77,77,2
5,5,1
33,33,2
29,29,2
31,31,2
104,104,3
131,131,3
30,30,2
1,1,1
402,462,3
83,33,2
32,32,2
160,160,3
24,24,2
7,7,1
99,99,2
246,245,3
556,550,3
27,27,2
122,122,3
126,126,3
46,46,2
63,63,2
249,249,3
72,72,2
197,197,3
53,53,2
776,776,3
98,38,2
8,8,1
53,53,2
25,25,2
1,1,1
193,193,3
7,7,1
16,16,2
3,3,1
30,30,2
70,10,2
6,6,1
42,92,2
26,26,2
3,3,1
25,25,2
124,124,3
42,42,2
27,27,2
8,8,1
72,72,2
111,111,3
5,5,1
4,4,1
79,79,2
10,10,2
32,32,2
37,37,2
5,5,1
78,78,2
57,57,2
37,37,2
79,79,2
65,65,2
17,17,2
33,33,2
191,191,3
39,39,2
123,173,3
11,11,2
158,158,3
16,16,2
143,143,3
107,107,3
62,62,2
23,29,2
37,37,2
118,118,3
73,28,2
4,4,1
39,39,2
4,4,1
2,2,1
97,77,2
36,36,2
2179,2479,4
240,240,3
75,75,2
14,14,2
50,50,2
35,35,2
329,329,3
19,20,2
81,81,2
20,20,2
16,16,2
355,355,3
717,717,3
481,481,3
128,128,3
188,188,3
2,2,1
911,91,2
78,78,2
33,33,2
43,43,2
2334,2234,4
30,30,2
23,23,2
22,22,2
31,31,2
20,20,2
13,13,2
82,82,2
26,26,2
10,10,2
29,29,2
34,34,2
18,18,2
37,538,3
43,43,2
33,33,2
18,18,2
183,183,3
154,162,3
45,45,2
585,585,3
8,28,2
16,16,2
9,2,1
24,24,2
66,66,2
1016,1016,4
75,75,2
53,53,2
189,189,3
1579,1579,4
10,10,2
73,73,2
24,24,2
10,10,2
4,4,1
24,24,2
6,6,1
75,75,2
289,289,3
3,3,1
3,3,1
9,2,1
346,310,3
504,504,3
3,3,1
2,2,1
38,38,2
98,98,2
360,18,2
5,5,1
36,36,2
130,130,3
14,14,2
63,43,2
5,5,1
91,91,2
11,11,2
28,28,2
64,64,2
5,5,1
28,28,2
2318,2317,4
232,232,3
24,24,2
57,57,2
37,37,2
76,76,2
89,89,2
186,188,3
8,8,1
6,6,1
70,70,2
254,254,3
35,35,2
253,253,3
39,39,2
42,42,2
30,10,2
3,9,1
22,22,2
45,45,2
160,160,3
357,357,3
361,361,3
507,507,3
75,75,2
2,2,1
3,3,1
43,43,2
351,351,3
3,3,1
34,34,2
19,19,2
254,2054,4
7,7,1
49,49,2
0,0,1
37,37,2
201,201,3
33,33,2
2,2,1
14,14,2
34,34,2
70,70,2
35,35,2
4,4,1
9,9,1
93,93,2
34,34,2
27,27,2
3419,349,3
184,184,3
80,80,2
1731,173,3
194,194,3
334,334,3
327,327,3
13,13,2
5,5,1
98,98,2
42,42,2
10,131,3
294,294,3
2,2,1
19,59,2
3,3,1
48,48,2
111,111,3
3,3,1
10,10,2
72,72,2
125,125,3
235,235,3
456,456,3
6,6,1
1,7,1
165,165,3
169,169,3
8,8,1
19,19,2
31,93,2
59,59,2
351,351,3
76,76,2
428,428,3
110,110,3
336,336,3
36,36,2
75,75,2
17,17,2
196,198,3
41,41,2
13,13,2
37,37,2
11,11,2
8,3,1
3660,140,3
255,255,3
147,147,3
11,11,2
64,64,2
95,95,2
3,3,1
40,40,2
43,43,2
108,108,3
52,52,2
13,13,2
35,35,2
14,14,2
7,7,1
156,156,3
27,27,2
8,8,1
6,6,1
170,170,3
37,37,2
53,53,2
36,36,2
80,60,2
41,44,2
31,1,1
172,72,2
404,404,3
139,139,3
20,20,2
97,97,2
7,7,1
91,91,2
21,21,2
43,43,2
37,37,2
8,8,1
2218,2218,4
12,12,2
161,131,3
5,5,1
43,43,2
28,28,2
24,24,2
50,50,2
28,28,2
68,68,2
24,24,2
17,17,2
3784,784,3
3824,3824,4
120,120,3
10,10,2
21,21,2
17,17,2
167,167,3
29,29,2
24,24,2
2,2,1
46,46,2
2395,2395,4
96,96,2
288,288,3
60,60,2
59,59,2
161,161,3
56,56,2
90,90,2
29,29,2
46,16,2
65,65,2
257,257,3
94,94,2
5,5,1
79,79,2
25,25,2
37,37,2
3,3,1
661,661,3
17,17,2
4,4,1
52,88,2
117,117,3
111,111,3
2,2,1
19,19,2
983,983,3
20,20,2
365,365,3
3,3,1
88,88,2
259,259,3
8,8,1
480,480,3
354,354,3
29,29,2
23,23,2
19,19,2
161,161,3
78,78,2
50,50,2
47,47,2
27,27,2
44,44,2
72,72,2
9,9,1
35,35,2
46,46,2
10,10,2
33,33,2
111,111,3
59,59,2
198,128,3
22,922,3
1,1,1
175,175,3
18,18,2
39,39,2
23,23,2
26,26,2
1,1,1
11,11,2
59,59,2
93,93,2
1024,1124,4
1075,1075,4
8,8,1
41,41,2
281,281,3
59,59,2
162,162,3
226,226,3
2,2,1
2392,2382,4
32,32,2
634,634,3
291,291,3
170,170,3
22,22,2
9,9,1
53,53,2
36,36,2
258,58,2
10,10,2
861,861,3
45,45,2
7,7,1
84,54,2
21,21,2
51,51,2
47,47,2
5,5,1
168,168,3
85,85,2
19,19,2
50,50,2
68,68,2
181,181,3
2,2,1
68,68,2
14,24,2
60,60,2
11,11,2
85,85,2
30,30,2
1819,1119,4
4,4,1
42,42,2
268,268,3
16,16,2
30,38,2
248,248,3
104,104,3
149,148,3
764,764,3
22,22,2
9,9,1
55,55,2
12,12,2
35,35,2
31,31,2
1,1,1
2563,2263,4
696,696,3
77,77,2
1447,1447,4
1,1,1
334,1334,4
16,26,2
93,93,2
51,51,2
318,318,3
73,73,2
1,1,1
637,637,3
102,102,3
13,13,2
66,66,2
166,166,3
2707,2707,4
2514,2510,4
254,254,3
7,7,1
19,19,2
61,61,2
54,54,2
43,43,2
12,102,3
23,23,2
4,4,1
151,151,3
75,75,2
128,148,3
19,19,2
3,3,1
211,211,3
55,55,2
97,97,2
22,22,2
195,195,3
27,27,2
44,44,2
20,20,2
150,150,3
27,27,2
97,97,2
2,2,1
129,129,3
51,51,2
12,12,2
1,1,1
13,12,2
24,24,2
9,9,1
8,8,1
31,31,2
15,15,2
91,91,2
97,97,2
84,84,2
1594,1594,4
336,335,3
340,340,3
50,56,2
25,25,2
79,79,2
35,35,2
36,36,2
19,19,2
43,43,2
24,24,2
103,103,3
384,384,3
9,9,1
9,9,1
213,23,2
6305,1388,4
235,236,3
3,3,1
265,203,3
76,76,2
1430,1430,4
78,78,2
218,218,3
129,129,3
63,63,2
3,3,1
534,534,3
2751,2751,4
41,41,2
134,134,3
75,75,2
5,5,1
35,35,2
13,13,2
40,40,2
66,66,2
2412,2412,4
68,68,2
99,99,2
28,28,2
45,25,2
1358,1358,4
4,4,1
207,207,3
22,22,2
618,1068,4
37,37,2
122,133,3
447,47,2
35,35,2
38,38,2
23,23,2
70,70,2
73,73,2
9,9,1
33,33,2
26,26,2
91,91,2
28,28,2
80,80,2
45,45,2
302,302,3
22,22,2
3,3,1
61,61,2
1037,1037,4
27,27,2
70,70,2
30,30,2
59,59,2
77,77,2
563,563,3
32,52,2
32,32,2
112,112,3
245,245,3
17,167,3
442,442,3
538,538,3
236,236,3
26,26,2
638,638,3
42,42,2
71,11,2
132,132,3
1237,1237,4
241,244,3
35,35,2
58,58,2
96,96,2
256,256,3
37,47,2
1946,1344,4
3,3,1
15,15,2
282,282,3
71,71,2
106,106,3
237,237,3
2006,2006,4
25,25,2
19,19,2
20,20,2
20,20,2
80,80,2
32,32,2
64,64,2
1256,1256,4
194,194,3
325,425,3
99,98,2
57,57,2
26,26,2
54,54,2
22,22,2
18,18,2
73,73,2
40,40,2
109,109,3
6,16,2
27,27,2
67,67,2
214,214,3
35,35,2
39,39,2
126,129,3
24,24,2
22,22,2
3,4,1
20,20,2
56,66,2
2,2,1
77,77,2
2,2,1
106,106,3
550,350,3
34,34,2
14,14,2
10,10,2
9,9,1
127,121,3
45,45,2
43,43,2
62,62,2
13,13,2
65,65,2
71,71,2
41,41,2
47,47,2
120,120,3
33,33,2
188,188,3
21,21,2
100,100,3
412,412,3
244,244,3
66,66,2
21,21,2
511,50,2
17,17,2
240,240,3
105,5,2
490,490,3
118,118,3
12,12,2
103,103,3
1395,1395,4
49,49,2
273,223,3
48,42,2
7534,534,3
45,13,2
127,27,2
9,9,1
1923,1923,4
37,37,2
27,27,2
5,5,1
8,8,1
17,7,1
88,88,2
1405,1405,4
318,318,3
25,25,2
103,103,3
4,4,1
520,5,1
53,53,2
56,546,3
3,1,1
1,1,1
34,34,2
12,12,2
18,18,2
97,93,2
7,7,1
481,41,2
5,5,1
214,214,3
33,33,2
461,461,3
3882,1388,4
31,31,2
25,25,2
27,27,2
1,1,1
263,263,3
23,23,2
177,177,3
191,191,3
3,3,1
18,18,2
17,17,2
25,25,2
25,25,2
189,183,3
8,8,1
644,644,3
108,108,3
22,22,2
42,42,2
308,308,3
44,41,2
188,188,3
187,187,3
65,65,2
1,1,1
95,32,2
25,25,2
380,380,3
8,8,1
76,75,2
61,64,2
18,18,2
110,110,3
25,25,2
55,155,3
31,31,2
208,205,3
47,47,2
66,66,2
49,49,2
141,141,3
100,100,3
2050,2050,4
1307,1307,4
1,1,1
21,21,2
552,552,3
2671,2651,4
3,3,1
1291,251,3
90,90,2
478,478,3
54,54,2
31,31,2
293,293,3
143,143,3
275,275,3
2,2,1
89,89,2
19,19,2
16,16,2
15,15,2
29,29,2
25,25,2
46,46,2
507,507,3
1,1,1
33,33,2
33,33,2
22,22,2
97,97,2
33,33,2
13,13,2
1918,1918,4
2207,1207,4
165,166,3
47,47,2
316,274,3
21,21,2
216,216,3
407,407,3
58,58,2
4,4,1
33,33,2
79,79,2
85,85,2
54,54,2
246,226,3
47,47,2
227,603,3
268,268,3
33,33,2
166,166,3
22,22,2
67,67,2
677,677,3
120,120,3
88,88,2
32,32,2
36,36,2
6,6,1
28,128,3
27,27,2
42,42,2
83,83,2
58,58,2
6,6,1
87,87,2
142,142,3
2,2,1
121,121,3
8,8,1
136,116,3
33,33,2
320,320,3
3,3,1
128,128,3
2,2,1
1765,1705,4
61,61,2
9,9,1
15,15,2
1161,2161,4
3,3,1
393,393,3
33,33,2
10,10,2
63,63,2
222,222,3
7,3,1
21,21,2
41,41,2
9,9,1
3,3,1
5803,3503,4
8,2,1
231,231,3
200,200,3
412,412,3
174,174,3
582,582,3
11,11,2
58,58,2
11,11,2
83,83,2
64,64,2
7,7,1
100,100,3
114,114,3
14,14,2
540,540,3
14,14,2
160,160,3
23,23,2
25,25,2
72,72,2
43,43,2
2,2,1
2,2,1
5,5,1
65,15,2
1095,1145,4
38,38,2
313,313,3
1,1,1
14,14,2
31,31,2
43,45,2
2,2,1
49,49,2
438,438,3
5,5,1
24,21,2
2,3,1
55,55,2
6,6,1
330,30,2
4,4,1
778,778,3
45,45,2
698,698,3
118,116,3
100,100,3
4,4,1
39,59,2
18,18,2
16,16,2
193,193,3
3,1,1
50,50,2
24,24,2
119,19,2
109,109,3
31,31,2
35,335,3
417,417,3
1601,1601,4
10,10,2
71,71,2
70,70,2
35,35,2
137,137,3
10,10,2
9,9,1
295,225,3
258,258,3
9,9,1
185,185,3
131,131,3
17,17,2
984,484,3
303,303,3
24,24,2
825,257,3
655,655,3
74,74,2
3,3,1
2031,217,3
66,66,2
151,151,3
12,12,2
24,24,2
57,57,2
6,6,1
19,19,2
41,41,2
21,21,2
27,27,2
17,17,2
1,14,2
75,5,1
47,47,2
1,1,1
38,38,2
4,4,1
69,69,2
147,147,3
25,25,2
55,55,2
4867,4887,4
38,38,2
1,1,1
186,186,3
34,34,2
2180,2280,4
56,56,2
1835,1835,4
15,15,2
290,290,3
10,10,2
202,202,3
239,239,3
69,69,2
13,14,2
279,279,3
31,31,2
16,16,2
250,250,3
7,7,1
140,140,3
16,16,2
93,93,2
53,53,2
167,167,3
52,52,2
7,7,1
1,1,1
197,197,3
24,24,2
18,18,2
191,191,3
42,42,2
201,201,3
57,57,2
4,4,1
132,132,3
85,85,2
25,25,2
476,476,3
1,1,1
13,13,2
1,1,1
7,7,1
14,14,2
23,23,2
478,478,3
45,45,2
6,5,1
12,2,1
58,40,2
56,56,2
142,142,3
5,5,1
42,12,2
31,31,2
63,63,2
51,151,3
159,19,2
87,87,2
105,105,3
46,46,2
3,3,1
124,124,3
52,52,2
1,1,1
4,4,1
47,47,2
39,39,2
57,57,2
38,34,2
36,36,2
67,67,2
3201,320,3
19,19,2
34,34,2
446,446,3
136,136,3
370,370,3
95,95,2
15,15,2
14,14,2
38,38,2
8,8,1
394,394,3
1120,1120,4
17,17,2
3211,321,3
21,21,2
13,13,2
21,21,2
313,313,3
41,41,2
19,19,2
4,4,1
18,18,2
68,68,2
150,150,3
25,25,2
39,39,2
1899,1899,4
2,2,1
263,863,3
12,12,2
0,10,2
30,90,2
304,304,3
124,124,3
871,871,3
215,266,3
49,49,2
153,153,3
131,131,3
16,16,2
27,22,2
52,52,2
14,14,2
23,23,2
2,2,1
654,1654,4
30,30,2
90,90,2
57,57,2
57,57,2
30,30,2
262,262,3
1950,1096,4
2,2,1
228,228,3
2,2,1
11,11,2
17,17,2
36,36,2
257,257,3
398,398,3
24,24,2
55,55,2
579,579,3
53,53,2
102,102,3
51,31,2
33,33,2
82,82,2
2575,2575,4
93,93,2
24,24,2
439,439,3
1,1,1
193,193,3
13,13,2
2945,2945,4
3,3,1
54,54,2
83,83,2
6,6,1
30,30,2
2385,2385,4
26,26,2
27,27,2
58,58,2
19,19,2
11,11,2
21,23,2
30,30,2
30,10,2
50,50,2
58,58,2
1299,1299,4
4,4,1
6,1,1
31,31,2
40,40,2
73,73,2
86,86,2
65,65,2
315,35,2
915,615,3
49,49,2
13,13,2
553,553,3
102,102,3
34,14,2
87,87,2
1407,1407,4
77,22,2
4,4,1
23,23,2
7,7,1
20,20,2
116,16,2
50,50,2
17,17,2
57,57,2
24,24,2
51,57,2
3,5,1
77,71,2
6,6,1
3,3,1
25,25,2
2178,2178,4
18,18,2
22,22,2
46,46,2
15,17,2
1,1,1
12,12,2
38,38,2
207,207,3
11,17,2
490,490,3
25,25,2
371,371,3
15,55,2
51,51,2
140,1370,4
18,18,2
141,141,3
10,10,2
831,831,3
2,2,1
23,23,2
26,26,2
498,499,3
1,1,1
327,327,3
19,19,2
